Afghanistan	Pakistan	60200
Slovenia	Hungary	9068
Slovenia	India	118
Slovenia	Indonesia	776
Slovenia	Italy	22807
Slovenia	Malaysia	35
Slovenia	Morocco	139
Slovenia	Netherlands	1949
Slovenia	Norway	10
Slovenia	Poland	802
Slovenia	Portugal	3
Slovenia	Romania	34
Slovenia	Russian Federation	57
Slovenia	Serbia	26726
Slovenia	Slovakia	916
Slovenia	Spain	1701
Slovenia	Sweden	124
Slovenia	Switzerland	10
Slovenia	Ukraine	5510
Slovenia	United Kingdom	10
Slovenia	United States of America	237
Slovenia	Viet Nam	4
Somalia	Kenya	5581
Somalia	Malaysia	24349
Somalia	Oman	7821
Somalia	Sudan	95
Somalia	United Arab Emirates	17411
Somalia	United States of America	14811
Somalia	Yemen	2209
South Africa	Argentina	184560
South Africa	Australia	7623
South Africa	Austria	818
South Africa	Bangladesh	2
South Africa	Belgium	3913
South Africa	Bolivia	498
South Africa	Bosnia and Herzegovina	6
South Africa	Brazil	132261
South Africa	Cameroon	3
South Africa	Canada	376
South Africa	Chile	15
South Africa	China	327
South Africa	Chinese Taipei	39
South Africa	Denmark	85
South Africa	Egypt	27
South Africa	Finland	7
South Africa	France	5272
South Africa	Germany	2846
South Africa	Ghana	10
South Africa	Greece	1140
South Africa	Hong Kong (SARC)	19
South Africa	Iceland	98
South Africa	India	6653
South Africa	Indonesia	153466
South Africa	Israel	29
South Africa	Italy	8018
South Africa	Jordan	1
South Africa	Kenya	638
South Africa	Lebanon	33
South Africa	Madagascar	2
South Africa	Malaysia	226649
South Africa	Mali	5
South Africa	Mauritius	21
South Africa	Mexico	3
South Africa	Mozambique	339
South Africa	Netherlands	23246
South Africa	New Zealand	362
South Africa	Nigeria	13
South Africa	Norway	275
South Africa	Oman	13
South Africa	Pakistan	2
South Africa	Paraguay	69
South Africa	Philippines	47
South Africa	Portugal	1042
South Africa	Republic of Korea	1
South Africa	Saudi Arabia	1
South Africa	Singapore	4461
South Africa	Slovakia	21
South Africa	Spain	7129
South Africa	Sri Lanka	7
South Africa	Sweden	34
South Africa	Switzerland	2947
South Africa	Syrian Arab Republic	1
South Africa	Thailand	197
South Africa	Turkey	1122
South Africa	United Arab Emirates	42
South Africa	United Kingdom	4355
South Africa	United States of America	16447
South Africa	Uruguay	1038
South Africa	Zimbabwe	1
Spain	Andorra	26
Spain	Argentina	188693
Spain	Australia	102
Spain	Austria	68
Spain	Bangladesh	5
Spain	Belgium	77603
Spain	Bolivia	10117
Spain	Brazil	70801
Spain	Bulgaria	15
Spain	Chile	2907
Spain	China	1841
Spain	Chinese Taipei	51
Spain	Colombia	7626
Spain	Czech Republic	199
Spain	CutedIvoire	11667
Spain	Denmark	3662
Spain	Ecuador	8140
Spain	Egypt	90
Spain	Estonia	68
Spain	Finland	853
Spain	France	222155
Spain	Georgia	92
Spain	Germany	63990
Spain	Greece	13328
Spain	Guinea	106
Spain	Honduras	675
Spain	Hungary	10
Spain	Iceland	17
Spain	India	6828
Spain	Indonesia	158367
Spain	Ireland	2106
Spain	Israel	393
Spain	Italy	72898
Spain	Japan	253
Spain	Jordan	2270
Spain	Kenya	1948
Spain	Lebanon	78
Spain	Luxembourg	30
Spain	Malaysia	85317
Spain	Mexico	132
Spain	Morocco	9461
Spain	Mozambique	104
Spain	Netherlands	54941
Spain	New Zealand	43
Spain	Norway	462
Spain	Panama	6703
Spain	Papua New Guinea	152785
Spain	Paraguay	2416
Spain	Peru	8132
Spain	Philippines	29400
Spain	Poland	53
Spain	Portugal	164852
Spain	Republic of Korea	6
Spain	Republic of Moldova	493
Spain	Romania	42
Spain	Russian Federation	43926
Spain	Senegal	2521
Spain	Singapore	151
Spain	Slovakia	140
Spain	Slovenia	113
Spain	Solomon Islands	23448
Spain	South Africa	522
Spain	Sweden	724
Spain	Switzerland	1195
Spain	Syrian Arab Republic	5217
Spain	Thailand	14177
Spain	Tunisia	125083
Spain	Turkey	162
Spain	Ukraine	90310
Spain	United Kingdom	9343
Spain	United States of America	36571
Sri Lanka	Antigua and Barbuda	2
Sri Lanka	Argentina	2
Sri Lanka	Australia	5290
Sri Lanka	Belgium	3
Sri Lanka	Brazil	44
Sri Lanka	China	160
Sri Lanka	Chinese Taipei	27
Sri Lanka	Germany	43
Sri Lanka	Hong Kong (SARC)	154
Sri Lanka	India	6399
Sri Lanka	Indonesia	50419
Sri Lanka	Italy	1857
Sri Lanka	Japan	29
Sri Lanka	Malaysia	63633
Sri Lanka	Maldives	73
Sri Lanka	Mexico	5
Sri Lanka	Netherlands	239
Sri Lanka	New Zealand	1
Sri Lanka	Pakistan	75
Sri Lanka	Republic of Korea	3
Sri Lanka	Saudi Arabia	46
Sri Lanka	Singapore	53863
Sri Lanka	South Africa	254
Sri Lanka	Spain	76
Sri Lanka	Sweden	49
Sri Lanka	Thailand	62
Sri Lanka	Turkey	15
Sri Lanka	United Arab Emirates	400
Sri Lanka	United Kingdom	204
Sri Lanka	United States of America	369
St. Pierre and Miquelon	Canada	71
St. Pierre and Miquelon	France	30
Sudan	Belgium	33
Sudan	China	80
Sudan	Ecuador	61
Sudan	Egypt	5022
Sudan	France	29
Sudan	India	84
Sudan	Indonesia	490
Sudan	Kenya	26
Sudan	Lebanon	1
Sudan	Malaysia	25403
Sudan	Mali	95
Sudan	Netherlands	375
Sudan	Nigeria	1
Sudan	Oman	60
Sudan	Republic of Korea	1
Sudan	Saudi Arabia	534
Sudan	Singapore	246
Sudan	Spain	25
Sudan	Swaziland	3221
Sudan	Syrian Arab Republic	276
Sudan	Thailand	8
Sudan	Turkey	2048
Sudan	United Arab Emirates	211
Sudan	United States of America	2
Suriname	Argentina	5595
Suriname	Belgium	791
Suriname	Brazil	2139
Suriname	Canada	3
Suriname	China	1
Suriname	Chinese Taipei	4
Suriname	Colombia	121
Suriname	Germany	23
Suriname	Guyana	30
Suriname	Hong Kong (SARC)	21
Suriname	India	90
Suriname	Malaysia	2016
Suriname	Netherlands	9307
Suriname	Trinidad and Tobago	425
Suriname	United States of America	1603
Sweden	Argentina	10
Sweden	Australia	17
Sweden	Austria	835
Sweden	Bangladesh	4
Sweden	Belgium	50405
Sweden	Brazil	665
Sweden	Bulgaria	116
Sweden	Burkina Faso	210
Sweden	Canada	86
Sweden	Chile	6
Sweden	China	967
Sweden	Croatia	5
Sweden	Czech Republic	192
Sweden	Denmark	206547
Sweden	Egypt	87
Sweden	Estonia	184
Sweden	Finland	23537
Sweden	France	12461
Sweden	Germany	78358
Sweden	Greece	4025
Sweden	Hong Kong (SARC)	28
Sweden	Hungary	33
Sweden	Iceland	163
Sweden	India	74
Sweden	Indonesia	10942
Sweden	Iran (Islamic Republic of)	54
Sweden	Ireland	118
Sweden	Italy	33110
Sweden	Japan	26
Sweden	Latvia	3
Sweden	Lebanon	151
Sweden	Liberia	4
Sweden	Lithuania	942
Sweden	Malaysia	134308
Sweden	Netherlands	74779
Sweden	New Zealand	42
Sweden	Norway	84872
Sweden	Peru	1
Sweden	Poland	19023
Sweden	Portugal	53
Sweden	Romania	316
Sweden	Russian Federation	17
Sweden	Singapore	99
Sweden	Slovakia	488
Sweden	Slovenia	9
Sweden	South Africa	9
Sweden	Spain	5777
Sweden	Switzerland	48
Sweden	Syrian Arab Republic	39
Sweden	Thailand	24
Sweden	Turkey	194
Sweden	Ukraine	44
Sweden	United Arab Emirates	13
Sweden	United Kingdom	21767
Sweden	United States of America	10461
Switzerland	Albania	3
Switzerland	Argentina	16117
Switzerland	Australia	11
Switzerland	Austria	6657
Switzerland	Bangladesh	26
Switzerland	Belgium	2713
Switzerland	Bosnia and Herzegovina	12
Switzerland	Brazil	68
Switzerland	Burkina Faso	1
Switzerland	Cambodia	4483
Switzerland	Cameroon	5
Switzerland	Canada	112
Switzerland	Chile	3
Switzerland	China	1017
Switzerland	Colombia	513
Switzerland	Croatia	12
Switzerland	Czech Republic	380
Switzerland	Denmark	1309
Switzerland	Equatorial Guinea	1
Switzerland	France	31270
Switzerland	Germany	66577
Switzerland	Ghana	42
Switzerland	Greece	5365
Switzerland	Guinea	3
Switzerland	Hungary	7750
Switzerland	Iceland	3
Switzerland	India	5309
Switzerland	Indonesia	11231
Switzerland	Iran (Islamic Republic of)	1
Switzerland	Ireland	5
Switzerland	Israel	49
Switzerland	Italy	67981
Switzerland	Japan	3613
Switzerland	Jordan	19
Switzerland	Lebanon	1
Switzerland	Madagascar	484
Switzerland	Malaysia	5826
Switzerland	Mexico	41
Switzerland	Morocco	286
Switzerland	Mozambique	9227
Switzerland	Netherlands	38689
Switzerland	New Zealand	65
Switzerland	Nigeria	1
Switzerland	Norway	924
Switzerland	Palestine	127
Switzerland	Peru	25
Switzerland	Philippines	905
Switzerland	Poland	275
Switzerland	Portugal	1035
Switzerland	Republic of Korea	5
Switzerland	Romania	365
Switzerland	Russian Federation	2303
Switzerland	Senegal	4055
Switzerland	Seychelles	4619
Switzerland	Singapore	45
Switzerland	Slovakia	4
Switzerland	Slovenia	1
Switzerland	South Africa	25
Switzerland	Spain	15619
Switzerland	Sri Lanka	35
Switzerland	Sweden	1276
Switzerland	Thailand	97
Switzerland	Togo	21
Switzerland	Tunisia	29
Switzerland	Turkey	130
Switzerland	Uganda	32
Switzerland	Ukraine	12281
Switzerland	United Arab Emirates	4
Switzerland	United Kingdom	4768
Switzerland	United Republic of Tanzania	8956
Switzerland	United States of America	20958
Tajikistan	Australia	82
Tajikistan	Azerbaijan	511
Tajikistan	China	1203
Tajikistan	Estonia	515
Tajikistan	France	819
Tajikistan	Germany	65
Tajikistan	Indonesia	413
Tajikistan	Kazakhstan	3177
Tajikistan	Malaysia	258
Tajikistan	Netherlands	12
Tajikistan	Republic of Moldova	64
Tajikistan	Russian Federation	9642
Tajikistan	Turkey	3307
Tajikistan	Ukraine	631
Tajikistan	United Arab Emirates	4
Tajikistan	United States of America	208
Thailand	Argentina	91
Thailand	Australia	1731
Thailand	Austria	31
Thailand	Belgium	2644
Thailand	Belize	42
Thailand	Brazil	298
Thailand	Canada	227
Thailand	Chile	4037
Thailand	China	8391
Thailand	Chinese Taipei	4100
Thailand	Colombia	32
Thailand	Democratic People's Republic of Korea	36
Thailand	Denmark	7
Thailand	Ecuador	975
Thailand	Eritrea	29
Thailand	France	933
Thailand	Gabon	50
Thailand	Germany	2112
Thailand	Greece	9
Thailand	Hong Kong (SARC)	185
Thailand	Iceland	211
Thailand	India	25215
Thailand	Indonesia	29189
Thailand	Israel	15
Thailand	Italy	6996
Thailand	Japan	5382
Thailand	Libyan Arab Jamahiriya	153
Thailand	Malaysia	81880
Thailand	Mexico	58
Thailand	Morocco	26
Thailand	Myanmar	3
Thailand	Netherlands	209
Thailand	New Zealand	1716
Thailand	Norway	617
Thailand	Peru	763
Thailand	Philippines	953
Thailand	Portugal	2
Thailand	Republic of Korea	3182
Thailand	Singapore	12018
Thailand	South Africa	4
Thailand	Spain	7942
Thailand	Sweden	128
Thailand	Switzerland	415
Thailand	Syrian Arab Republic	190
Thailand	Tunisia	1993
Thailand	Turkey	11429
Thailand	United Arab Emirates	399
Thailand	United Kingdom	606
Thailand	United States of America	8398
Thailand	Viet Nam	35
Tokelau	United Kingdom	4
Tokelau	United States of America	88
Tonga	Australia	3
Tonga	Chinese Taipei	3
Tonga	Indonesia	165
Tonga	New Zealand	226
Tonga	Samoa	1
Tonga	Thailand	2
Tonga	United States of America	21
Trinidad and Tobago	Angola	8559
Trinidad and Tobago	Barbados	2809
Trinidad and Tobago	Belgium	211
Trinidad and Tobago	Brazil	5031
Trinidad and Tobago	Canada	313
Trinidad and Tobago	China	197
Trinidad and Tobago	Colombia	7007
Trinidad and Tobago	Denmark	145
Trinidad and Tobago	Dominican Republic	15
Trinidad and Tobago	Egypt	3
Trinidad and Tobago	France	244
Trinidad and Tobago	Germany	19
Trinidad and Tobago	Ghana	3
Trinidad and Tobago	Guyana	598
Trinidad and Tobago	Hong Kong (SARC)	45
Trinidad and Tobago	India	30
Trinidad and Tobago	Indonesia	686
Trinidad and Tobago	Italy	546
Trinidad and Tobago	Jamaica	20
Trinidad and Tobago	Malaysia	6050
Trinidad and Tobago	Netherlands	191
Trinidad and Tobago	Paraguay	12
Trinidad and Tobago	South Africa	28
Trinidad and Tobago	Spain	170
Trinidad and Tobago	Suriname	214
Trinidad and Tobago	Sweden	1063
Trinidad and Tobago	Syrian Arab Republic	6
Trinidad and Tobago	United Kingdom	50
Trinidad and Tobago	United States of America	17353
Trinidad and Tobago	Uruguay	95
Tunisia	Argentina	169444
Tunisia	Belgium	2873
Tunisia	Brazil	62316
Tunisia	Denmark	3997
Tunisia	Egypt	21
Tunisia	France	4885
Tunisia	Germany	18349
Tunisia	Iceland	7
Tunisia	India	12
Tunisia	Indonesia	60872
Tunisia	Italy	6241
Tunisia	Jordan	1
Tunisia	Libyan Arab Jamahiriya	676
Tunisia	Malaysia	14375
Tunisia	Morocco	43
Tunisia	Netherlands	6926
Tunisia	Norway	12
Tunisia	Peru	1
Tunisia	Russian Federation	1375
Tunisia	Singapore	2177
Tunisia	Spain	20437
Tunisia	Switzerland	2
Tunisia	Thailand	4
Tunisia	Ukraine	690
Tunisia	United Arab Emirates	718
Tunisia	United Kingdom	9
Tunisia	United States of America	87865
Turkey	Argentina	187613
Turkey	Australia	50
Turkey	Austria	1
Turkey	Belgium	3708
Turkey	Bosnia and Herzegovina	8
Turkey	Brazil	17084
Turkey	Bulgaria	7895
Turkey	Canada	32
Turkey	China	30442
Turkey	Chinese Taipei	37
Turkey	Colombia	1
Turkey	Cyprus	9
Turkey	Denmark	1944
Turkey	Egypt	116
Turkey	Estonia	22
Turkey	Ethiopia	1
Turkey	France	1492
Turkey	Georgia	494
Turkey	Germany	8147
Turkey	Greece	8105
Turkey	Iceland	11
Turkey	India	7393
Turkey	Indonesia	185997
Turkey	Iraq	77
Turkey	Ireland	20
Turkey	Israel	15
Turkey	Italy	2882
Turkey	Japan	263
Turkey	Malaysia	438281
Turkey	Mexico	269
Turkey	Morocco	109
Turkey	Netherlands	5827
Turkey	New Zealand	4
Turkey	Norway	16369
Turkey	Paraguay	6415
Turkey	Peru	216
Turkey	Portugal	1461
Turkey	Republic of Korea	91
Turkey	Republic of Moldova	3134
Turkey	Romania	16104
Turkey	Russian Federation	117705
Turkey	Singapore	783
Turkey	Slovakia	4
Turkey	South Africa	31
Turkey	Spain	747
Turkey	Sweden	600
Turkey	Switzerland	144
Turkey	Thailand	96
Turkey	Ukraine	346569
Turkey	United Arab Emirates	188
Turkey	United Kingdom	2133
Turkey	United States of America	231623
Turkmenistan	Azerbaijan	539
Turkmenistan	China	8
Turkmenistan	France	3
Turkmenistan	Indonesia	631
Turkmenistan	Malaysia	97
Turkmenistan	Republic of Moldova	103
Turkmenistan	Russian Federation	8183
Turkmenistan	Spain	121
Turkmenistan	Turkey	6288
Turkmenistan	Ukraine	2898
Turkmenistan	United Arab Emirates	371
Turkmenistan	Zambia	13
Turks and Caicos Islands	United States of America	1898
Tuvalu	Australia	8
Tuvalu	Indonesia	66
Tuvalu	Malaysia	21
Tuvalu	New Zealand	1
Uganda	Australia	34
Uganda	China	75
Uganda	Chinese Taipei	7
Uganda	Democratic Republic of the Congo	2
Uganda	Egypt	70
Uganda	Germany	92
Uganda	India	263
Uganda	Indonesia	12793
Uganda	Italy	141
Uganda	Kenya	9034
Uganda	Malaysia	103825
Uganda	Netherlands	1
Uganda	Singapore	67216
Uganda	South Africa	76
Uganda	United Arab Emirates	121
Uganda	United Kingdom	34
Uganda	United Republic of Tanzania	7961
Uganda	United States of America	7524
Ukraine	Argentina	111
Ukraine	Austria	7
Ukraine	Belarus	13
Ukraine	Belgium	9990
Ukraine	Brazil	5
Ukraine	Chile	5
Ukraine	China	494
Ukraine	Czech Republic	43
Ukraine	Denmark	7345
Ukraine	Dominican Republic	9
Ukraine	Estonia	2
Ukraine	France	193
Ukraine	Germany	16562
Ukraine	Greece	1297
Ukraine	Hungary	13
Ukraine	Iceland	52
Ukraine	India	1603
Ukraine	Indonesia	244731
Ukraine	Israel	3
Ukraine	Italy	3268
Ukraine	Japan	8
Ukraine	Kenya	1
Ukraine	Kyrgyzstan	10
Ukraine	Lithuania	1024
Ukraine	Madagascar	2
Ukraine	Malaysia	217600
Ukraine	Mexico	4
Ukraine	Netherlands	21481
Ukraine	New Zealand	55
Ukraine	Norway	100
Ukraine	Poland	3585
Ukraine	Portugal	61
Ukraine	Republic of Moldova	71
Ukraine	Romania	215
Ukraine	Russian Federation	24155
Ukraine	Saudi Arabia	2
Ukraine	Singapore	703
Ukraine	Slovakia	10
Ukraine	Slovenia	33
Ukraine	South Africa	15
Ukraine	Spain	2718
Ukraine	Sweden	53169
Ukraine	Switzerland	5
Ukraine	Syrian Arab Republic	21
Ukraine	Turkey	1679
Ukraine	United Kingdom	291
Ukraine	United States of America	81
Ukraine	Vanuatu	16
United Arab Emirates	Algeria	2
United Arab Emirates	Argentina	81693
United Arab Emirates	Australia	3371
United Arab Emirates	Austria	66
United Arab Emirates	Bangladesh	209
United Arab Emirates	Belgium	1564
United Arab Emirates	Brazil	21247
United Arab Emirates	Canada	993
United Arab Emirates	China	29837
United Arab Emirates	Chinese Taipei	9
United Arab Emirates	Denmark	358
United Arab Emirates	Egypt	9292
United Arab Emirates	Finland	22
United Arab Emirates	France	3353
United Arab Emirates	Germany	1298
United Arab Emirates	Greece	225
United Arab Emirates	Hungary	14
United Arab Emirates	India	12024
United Arab Emirates	Indonesia	13769
United Arab Emirates	Iran (Islamic Republic of)	3040
United Arab Emirates	Italy	2197
United Arab Emirates	Japan	166
United Arab Emirates	Jordan	1083
United Arab Emirates	Kuwait	125
United Arab Emirates	Lebanon	1010
United Arab Emirates	Malaysia	384838
United Arab Emirates	Morocco	276
United Arab Emirates	Netherlands	1283
United Arab Emirates	Norway	1
United Arab Emirates	Oman	48524
United Arab Emirates	Pakistan	2345
United Arab Emirates	Palestine	2209
United Arab Emirates	Paraguay	7660
United Arab Emirates	Philippines	50
United Arab Emirates	Qatar	74
United Arab Emirates	Republic of Korea	119
United Arab Emirates	Saudi Arabia	28802
United Arab Emirates	Singapore	3878
United Arab Emirates	Somalia	8
United Arab Emirates	South Africa	13842
United Arab Emirates	Spain	12329
United Arab Emirates	Sri Lanka	16
United Arab Emirates	Sudan	52
United Arab Emirates	Sweden	3
United Arab Emirates	Switzerland	10
United Arab Emirates	Syrian Arab Republic	4479
United Arab Emirates	Thailand	427
United Arab Emirates	Tunisia	1749
United Arab Emirates	Turkey	3246
United Arab Emirates	Ukraine	28824
United Arab Emirates	United Kingdom	676
United Arab Emirates	United States of America	53744
United Arab Emirates	Viet Nam	1
United Arab Emirates	Yemen	544
United Kingdom	Albania	1
United Kingdom	Algeria	24
United Kingdom	Argentina	52701
United Kingdom	Australia	4329
United Kingdom	Austria	368
United Kingdom	Bangladesh	19
United Kingdom	Belgium	170930
United Kingdom	Brazil	60733
United Kingdom	Bulgaria	174
United Kingdom	Cameroon	102
United Kingdom	Canada	3525
United Kingdom	Chile	514
United Kingdom	China	14534
United Kingdom	Colombia	69210
United Kingdom	Cyprus	166
United Kingdom	Czech Republic	465
United Kingdom	CutedIvoire	4715
United Kingdom	Denmark	29458
United Kingdom	Dominican Republic	3
United Kingdom	Ecuador	56798
United Kingdom	Egypt	19
United Kingdom	Ethiopia	163
United Kingdom	Finland	19122
United Kingdom	France	247028
United Kingdom	French Polynesia	2
United Kingdom	Germany	181615
United Kingdom	Ghana	3142
United Kingdom	Greece	13912
United Kingdom	Guatemala	2094
United Kingdom	Guinea	45
United Kingdom	Guinea-Bissau	6
United Kingdom	Honduras	10460
United Kingdom	Hong Kong (SARC)	1639
United Kingdom	Hungary	1281
United Kingdom	Iceland	4403
United Kingdom	India	29372
United Kingdom	Indonesia	105836
United Kingdom	Ireland	41158
United Kingdom	Israel	249
United Kingdom	Italy	126905
United Kingdom	Jamaica	5
United Kingdom	Japan	4288
United Kingdom	Jordan	11
United Kingdom	Kenya	539
United Kingdom	Lebanon	61
United Kingdom	Liberia	8
United Kingdom	Lithuania	49
United Kingdom	Luxembourg	102
United Kingdom	Malaysia	98475
United Kingdom	Malta	156
United Kingdom	Mexico	2755
United Kingdom	Morocco	3442
United Kingdom	Netherlands	805150
United Kingdom	New Zealand	3238
United Kingdom	Nicaragua	145
United Kingdom	Nigeria	76
United Kingdom	Norway	22724
United Kingdom	Pakistan	38
United Kingdom	Palestine	430
United Kingdom	Papua New Guinea	108190
United Kingdom	Paraguay	19
United Kingdom	Peru	8061
United Kingdom	Philippines	836
United Kingdom	Poland	1464
United Kingdom	Portugal	3357
United Kingdom	Republic of Korea	550
United Kingdom	Romania	4690
United Kingdom	Russian Federation	2780
United Kingdom	Samoa	93
United Kingdom	Saudi Arabia	4
United Kingdom	Serbia	2
United Kingdom	Sierra Leone	33
United Kingdom	Singapore	4098
United Kingdom	Slovakia	98
United Kingdom	Solomon Islands	632
United Kingdom	South Africa	9310
United Kingdom	Spain	127190
United Kingdom	Sri Lanka	230
United Kingdom	Sweden	3465
United Kingdom	Switzerland	404
United Kingdom	Syrian Arab Republic	7
United Kingdom	Thailand	6259
United Kingdom	Trinidad and Tobago	10
United Kingdom	Tunisia	101
United Kingdom	Turkey	256
United Kingdom	Uganda	1
United Kingdom	Ukraine	28647
United Kingdom	United Arab Emirates	85
United Kingdom	United Republic of Tanzania	2
United Kingdom	United States of America	25754
United Kingdom	Uruguay	57
United Kingdom	Zambia	56
United States Minor Outlying Islands	Chinese Taipei	2
United States Minor Outlying Islands	Hong Kong (SARC)	19
United States Minor Outlying Islands	Japan	18
United States Minor Outlying Islands	New Zealand	122
United States Minor Outlying Islands	Philippines	1
United States Minor Outlying Islands	Samoa	45
United States Minor Outlying Islands	Spain	168
United States of America	Albania	56
United States of America	Argentina	107307
United States of America	Australia	11584
United States of America	Austria	374
United States of America	Bangladesh	81
United States of America	Barbados	22
United States of America	Belarus	6
United States of America	Belgium	3709
United States of America	Bolivia	11485
United States of America	Brazil	32265
United States of America	Bulgaria	192
United States of America	Burkina Faso	86
United States of America	Cameroon	315
United States of America	Canada	1630325
United States of America	Cayman Islands	7
United States of America	Central African Republic	272
United States of America	Chile	3594
United States of America	China	44100
United States of America	Chinese Taipei	8728
United States of America	Colombia	20400
United States of America	Croatia	237
United States of America	Cyprus	64
United States of America	CutedIvoire	155
United States of America	Denmark	8439
United States of America	Dominican Republic	2044
United States of America	Ecuador	4606
United States of America	Egypt	1023
United States of America	El Salvador	31
United States of America	Ethiopia	421
United States of America	Fiji	156
United States of America	Finland	3
United States of America	France	11962
United States of America	French Polynesia	7
United States of America	Germany	17736
United States of America	Ghana	906
United States of America	Greece	20742
United States of America	Guatemala	337
United States of America	Guinea	450
United States of America	Guyana	18
United States of America	Haiti	24
United States of America	Honduras	11
United States of America	Hong Kong (SARC)	1453
United States of America	Iceland	5792
United States of America	India	96523
United States of America	Indonesia	253737
United States of America	Ireland	69
United States of America	Israel	4289
United States of America	Italy	678715
United States of America	Jamaica	19
United States of America	Japan	41047
United States of America	Jordan	269
United States of America	Kenya	471
United States of America	Latvia	14
United States of America	Lebanon	4255
United States of America	Liberia	316
United States of America	Lithuania	125
United States of America	Madagascar	66
United States of America	Malaysia	1255990
United States of America	Mali	326
United States of America	Marshall Islands	3312
United States of America	Mexico	97037
United States of America	Morocco	10067
United States of America	Netherlands	25524
United States of America	New Zealand	1648
United States of America	Nicaragua	17083
United States of America	Nigeria	106
United States of America	Norway	54272
United States of America	Oman	32
United States of America	Pakistan	166
United States of America	Palestine	1475
United States of America	Papua New Guinea	67
United States of America	Paraguay	1795
United States of America	Peru	32772
United States of America	Philippines	488319
United States of America	Poland	1365
United States of America	Portugal	10443
United States of America	Republic of Korea	1244
United States of America	Romania	47
United States of America	Russian Federation	760
United States of America	Saudi Arabia	5
United States of America	Sierra Leone	27
United States of America	Singapore	8410
United States of America	Slovenia	4
United States of America	South Africa	925
United States of America	Spain	236319
United States of America	Sri Lanka	1915
United States of America	Sweden	6339
United States of America	Switzerland	7564
United States of America	Syrian Arab Republic	1356
United States of America	Thailand	10196
United States of America	The former Yugoslav Republic of Macedonia	12
United States of America	Togo	31
United States of America	Trinidad and Tobago	394
United States of America	Tunisia	106674
United States of America	Turkey	15554
United States of America	Uganda	14
United States of America	Ukraine	163
United States of America	United Arab Emirates	113
United States of America	United Kingdom	16830
United States of America	United Republic of Tanzania	74
United States of America	Uruguay	1277
United States of America	Viet Nam	626
United States of America	Zambia	105
Uruguay	Argentina	17707
Uruguay	Belgium	13
Uruguay	Brazil	26182
Uruguay	Chile	456
Uruguay	China	1451
Uruguay	Chinese Taipei	1
Uruguay	Czech Republic	74
Uruguay	Denmark	8115
Uruguay	Ecuador	391
Uruguay	France	30
Uruguay	Germany	6
Uruguay	India	171
Uruguay	Indonesia	39
Uruguay	Italy	624
Uruguay	Malaysia	4151
Uruguay	Mexico	32
Uruguay	Netherlands	125
Uruguay	Panama	24
Uruguay	Paraguay	2936
Uruguay	Republic of Korea	13
Uruguay	Singapore	51
Uruguay	Spain	1581
Uruguay	Switzerland	34
Uruguay	United Kingdom	291
Uruguay	United States of America	161
Uzbekistan	Austria	1
Uzbekistan	Azerbaijan	32
Uzbekistan	Belarus	146
Uzbekistan	China	30
Uzbekistan	Egypt	3
Uzbekistan	Estonia	22
Uzbekistan	Indonesia	1696
Uzbekistan	Italy	17
Uzbekistan	Kazakhstan	950
Uzbekistan	Malaysia	23828
Uzbekistan	Netherlands	68
Uzbekistan	Poland	81
Uzbekistan	Republic of Korea	221
Uzbekistan	Republic of Moldova	2637
Uzbekistan	Russian Federation	37071
Uzbekistan	Spain	182
Uzbekistan	Turkey	5617
Uzbekistan	Ukraine	10640
Uzbekistan	United Arab Emirates	74
Uzbekistan	United Kingdom	16
Venezuela	Argentina	96610
Venezuela	Belgium	314
Venezuela	Bolivia	29645
Venezuela	Brazil	14043
Venezuela	Bulgaria	6
Venezuela	Canada	7033
Venezuela	Chile	1555
Venezuela	China	8024
Venezuela	Colombia	6653
Venezuela	Denmark	264
Venezuela	Ecuador	62507
Venezuela	France	7
Venezuela	Germany	1956
Venezuela	Greece	242
Venezuela	Honduras	7959
Venezuela	Iceland	3
Venezuela	Indonesia	687
Venezuela	Italy	3614
Venezuela	Japan	73
Venezuela	Lebanon	20
Venezuela	Luxembourg	48
Venezuela	Malaysia	1517
Venezuela	Mexico	20
Venezuela	Netherlands	127
Venezuela	Norway	99
Venezuela	Panama	1
Venezuela	Paraguay	118820
Venezuela	Peru	3290
Venezuela	Portugal	7330
Venezuela	South Africa	435
Venezuela	Spain	18510
Venezuela	Syrian Arab Republic	831
Venezuela	United Kingdom	252
Venezuela	United States of America	247450
Venezuela	Uruguay	44
Viet Nam	Argentina	49195
Viet Nam	Australia	2006
Viet Nam	Belgium	696
Viet Nam	Brazil	17
Viet Nam	Canada	861
Viet Nam	Chile	6360
Viet Nam	China	40069
Viet Nam	Chinese Taipei	1465
Viet Nam	Denmark	412
Viet Nam	Ecuador	947
Viet Nam	France	110
Viet Nam	Georgia	2
Viet Nam	Germany	772
Viet Nam	Honduras	21
Viet Nam	Hong Kong (SARC)	50
Viet Nam	Iceland	9
Viet Nam	India	7547
Viet Nam	Indonesia	219681
Viet Nam	Italy	429
Viet Nam	Japan	4596
Viet Nam	Malaysia	268039
Viet Nam	Mexico	74
Viet Nam	Namibia	16
Viet Nam	Netherlands	486
Viet Nam	New Zealand	379
Viet Nam	Norway	58
Viet Nam	Peru	2025
Viet Nam	Philippines	182
Viet Nam	Poland	42
Viet Nam	Qatar	8
Viet Nam	Republic of Korea	3710
Viet Nam	Singapore	4641
Viet Nam	South Africa	79
Viet Nam	Spain	709
Viet Nam	Sweden	49
